medicine_id,generic_name,brand_name,manufacturer,category,unit_price_LKR,restock_threshold,lead_time_days,batch_id,manufacture_date,expiry_date,date,sales_qty,stock_qty,month,day_of_week,is_weekend
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/17/2025,13,956,3,Monday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/17/2025,15,564,3,Monday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/17/2025,10,307,3,Monday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/17/2025,21,1242,3,Monday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/17/2025,14,693,3,Monday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,3/17/2025,7,394,3,Monday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,3/17/2025,18,904,3,Monday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,3/17/2025,13,350,3,Monday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,3/17/2025,13,1323,3,Monday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,3/17/2025,25,122,3,Monday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,3/17/2025,14,1073,3,Monday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,3/17/2025,12,581,3,Monday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,3/18/2025,25,1811,3,Tuesday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,3/18/2025,26,74,3,Tuesday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,3/18/2025,16,1757,3,Tuesday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,3/18/2025,37,1530,3,Tuesday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,3/18/2025,26,1016,3,Tuesday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,3/18/2025,21,1642,3,Tuesday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,3/18/2025,14,856,3,Tuesday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,3/18/2025,23,35,3,Tuesday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,3/18/2025,14,634,3,Tuesday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,3/18/2025,11,878,3,Tuesday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,3/18/2025,23,545,3,Tuesday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,3/18/2025,7,1117,3,Tuesday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,3/18/2025,22,211,3,Tuesday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,3/18/2025,9,979,3,Tuesday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,3/18/2025,17,865,3,Tuesday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,3/18/2025,17,840,3,Tuesday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,3/18/2025,23,535,3,Tuesday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,3/18/2025,20,620,3,Tuesday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/18/2025,10,946,3,Tuesday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/18/2025,4,560,3,Tuesday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/18/2025,4,303,3,Tuesday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/18/2025,15,1227,3,Tuesday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/18/2025,23,670,3,Tuesday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,3/18/2025,15,379,3,Tuesday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,3/18/2025,20,884,3,Tuesday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,3/18/2025,13,337,3,Tuesday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,3/18/2025,22,1301,3,Tuesday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,3/18/2025,12,110,3,Tuesday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,3/18/2025,22,1051,3,Tuesday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,3/18/2025,23,558,3,Tuesday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,3/19/2025,30,1781,3,Wednesday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,3/19/2025,22,52,3,Wednesday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,3/19/2025,23,1734,3,Wednesday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,3/19/2025,21,1509,3,Wednesday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,3/19/2025,55,961,3,Wednesday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,3/19/2025,23,1619,3,Wednesday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,3/19/2025,14,842,3,Wednesday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,3/19/2025,13,22,3,Wednesday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,3/19/2025,20,614,3,Wednesday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,3/19/2025,15,863,3,Wednesday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,3/19/2025,8,537,3,Wednesday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,3/19/2025,8,1109,3,Wednesday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,3/19/2025,15,196,3,Wednesday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,3/19/2025,17,962,3,Wednesday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,3/19/2025,25,840,3,Wednesday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,3/19/2025,14,826,3,Wednesday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,3/19/2025,19,516,3,Wednesday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,3/19/2025,12,608,3,Wednesday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/19/2025,2,944,3,Wednesday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/19/2025,8,552,3,Wednesday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/19/2025,10,293,3,Wednesday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/19/2025,12,1215,3,Wednesday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/19/2025,13,657,3,Wednesday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,3/19/2025,27,352,3,Wednesday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,3/19/2025,17,867,3,Wednesday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,3/19/2025,8,329,3,Wednesday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,3/19/2025,11,1290,3,Wednesday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,3/19/2025,21,89,3,Wednesday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,3/19/2025,10,1041,3,Wednesday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,3/19/2025,8,550,3,Wednesday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,3/20/2025,19,1762,3,Thursday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,3/20/2025,34,18,3,Thursday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,3/20/2025,18,1716,3,Thursday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,3/20/2025,31,1478,3,Thursday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,3/20/2025,30,931,3,Thursday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,3/20/2025,21,1598,3,Thursday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,3/20/2025,15,827,3,Thursday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,3/20/2025,15,7,3,Thursday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,3/20/2025,17,597,3,Thursday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,3/20/2025,10,853,3,Thursday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,3/20/2025,17,520,3,Thursday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,3/20/2025,19,1090,3,Thursday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,3/20/2025,9,187,3,Thursday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,3/20/2025,11,951,3,Thursday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,3/20/2025,18,822,3,Thursday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,3/20/2025,21,805,3,Thursday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,3/20/2025,16,500,3,Thursday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,3/20/2025,19,589,3,Thursday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/20/2025,7,937,3,Thursday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/20/2025,9,543,3,Thursday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/20/2025,10,283,3,Thursday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/20/2025,10,1205,3,Thursday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/20/2025,19,638,3,Thursday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,3/20/2025,23,329,3,Thursday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,3/20/2025,12,855,3,Thursday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,3/20/2025,27,302,3,Thursday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,3/20/2025,11,1279,3,Thursday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,3/20/2025,22,67,3,Thursday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,3/20/2025,21,1020,3,Thursday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,3/20/2025,20,530,3,Thursday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,3/21/2025,40,1722,3,Friday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-1,10/15/2024,10/15/2027,3/21/2025,18,0,3,Friday,0
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,3/21/2025,27,3272,3,Friday,0
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,3/21/2025,25,1691,3,Friday,0
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,3/21/2025,22,1456,3,Friday,0
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,3/21/2025,11,920,3,Friday,0
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,3/21/2025,40,1558,3,Friday,0
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,3/21/2025,13,814,3,Friday,0
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-1,10/28/2024,10/28/2027,3/21/2025,7,0,3,Friday,0
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,3/21/2025,19,578,3,Friday,0
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,3/21/2025,13,840,3,Friday,0
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,3/21/2025,17,503,3,Friday,0
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,3/21/2025,17,1073,3,Friday,0
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,3/21/2025,17,170,3,Friday,0
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,3/21/2025,26,925,3,Friday,0
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,3/21/2025,21,801,3,Friday,0
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,3/21/2025,15,790,3,Friday,0
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,3/21/2025,14,486,3,Friday,0
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,3/21/2025,25,564,3,Friday,0
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/21/2025,8,929,3,Friday,0
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/21/2025,15,528,3,Friday,0
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/21/2025,9,274,3,Friday,0
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/21/2025,27,1178,3,Friday,0
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/21/2025,24,614,3,Friday,0
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,3/21/2025,18,311,3,Friday,0
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,3/21/2025,15,840,3,Friday,0
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,3/21/2025,15,287,3,Friday,0
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,3/21/2025,13,1266,3,Friday,0
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,3/21/2025,12,55,3,Friday,0
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,3/21/2025,12,1008,3,Friday,0
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,3/21/2025,16,514,3,Friday,0
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,3/22/2025,17,1705,3,Saturday,1
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,3/22/2025,32,3240,3,Saturday,1
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,3/22/2025,32,1659,3,Saturday,1
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,3/22/2025,30,1426,3,Saturday,1
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,3/22/2025,44,876,3,Saturday,1
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,3/22/2025,48,1510,3,Saturday,1
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,3/22/2025,24,790,3,Saturday,1
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,3/22/2025,23,1675,3,Saturday,1
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,3/22/2025,29,549,3,Saturday,1
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,3/22/2025,9,831,3,Saturday,1
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,3/22/2025,23,480,3,Saturday,1
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,3/22/2025,18,1055,3,Saturday,1
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,3/22/2025,15,155,3,Saturday,1
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,3/22/2025,14,911,3,Saturday,1
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,3/22/2025,21,780,3,Saturday,1
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,3/22/2025,12,778,3,Saturday,1
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,3/22/2025,22,464,3,Saturday,1
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,3/22/2025,29,535,3,Saturday,1
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/22/2025,8,921,3,Saturday,1
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/22/2025,15,513,3,Saturday,1
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/22/2025,7,267,3,Saturday,1
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/22/2025,16,1162,3,Saturday,1
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/22/2025,26,588,3,Saturday,1
24,Omeprazole,Omez,Dr Reddy,Gastritis,199.33,100,7,B24-1,10/13/2024,10/13/2027,3/22/2025,22,289,3,Saturday,1
25,Losartan,Cozaar,MSD,Blood Pressure,227.66,120,3,B25-2,10/12/2024,10/12/2027,3/22/2025,21,819,3,Saturday,1
26,Losartan,Losartan Tablets,SPMC,Blood Pressure,190.41,80,7,B26-2,11/8/2024,11/8/2027,3/22/2025,19,268,3,Saturday,1
27,Losartan,Losar,Local,Blood Pressure,146.2,80,3,B27-1,11/23/2024,11/23/2027,3/22/2025,17,1249,3,Saturday,1
28,Salbutamol,Ventolin,GSK,Asthma,135.2,100,5,B28-3,10/18/2024,10/18/2027,3/22/2025,8,47,3,Saturday,1
29,Salbutamol,Salbutamol Tablets,SPMC,Asthma,236.53,120,7,B29-1,11/7/2024,11/7/2027,3/22/2025,16,992,3,Saturday,1
30,Salbutamol,Asthalin,Cipla,Asthma,153.49,100,7,B30-1,11/21/2024,11/21/2027,3/22/2025,18,496,3,Saturday,1
1,Paracetamol,Panadol,GSK,Analgesic,137.2,100,3,B1-2,10/18/2024,10/18/2027,3/23/2025,35,1670,3,Sunday,1
2,Paracetamol,Calpol,GSK,Analgesic,159.93,120,3,B2-2,12/20/2024,12/20/2027,3/23/2025,27,3213,3,Sunday,1
3,Paracetamol,SPMC Paracetamol,SPMC,Analgesic,114.11,100,5,B3-2,10/28/2024,10/28/2027,3/23/2025,21,1638,3,Sunday,1
4,Vitamin C,Cevit,SPMC,Supplement,73.99,120,3,B4-1,11/8/2024,11/8/2026,3/23/2025,28,1398,3,Sunday,1
5,Vitamin C,Redoxon,Bayer,Supplement,174.23,100,7,B5-1,11/6/2024,11/6/2026,3/23/2025,25,851,3,Sunday,1
6,Vitamin C,Vitamin C Tablets,SPMC,Supplement,152.72,120,7,B6-2,10/20/2024,10/20/2026,3/23/2025,29,1481,3,Sunday,1
7,Atorvastatin,Lipitor,Pfizer,Cholesterol,159.24,80,5,B7-3,10/10/2024,10/10/2027,3/23/2025,9,781,3,Sunday,1
8,Atorvastatin,Atorva,SPMC,Cholesterol,243.93,120,7,B8-2,12/22/2024,12/22/2027,3/23/2025,10,1665,3,Sunday,1
9,Atorvastatin,Atorvastatin Tablets,SPMC,Cholesterol,107.57,100,7,B9-1,10/9/2024,10/9/2027,3/23/2025,5,544,3,Sunday,1
10,Amlodipine,Norvasc,Pfizer,Blood Pressure,75.43,120,3,B10-1,10/20/2024,10/20/2027,3/23/2025,17,814,3,Sunday,1
11,Amlodipine,Amlodipine Tablets,SPMC,Blood Pressure,95.2,120,5,B11-3,10/17/2024,10/17/2027,3/23/2025,21,459,3,Sunday,1
12,Amlodipine,Amlodac,Local,Blood Pressure,119.97,120,3,B12-1,10/20/2024,10/20/2027,3/23/2025,13,1042,3,Sunday,1
13,Metformin,Glucophage,Merck,Diabetes,90.35,120,5,B13-1,10/17/2024,10/17/2027,3/23/2025,23,132,3,Sunday,1
14,Metformin,Metformin Tablets,SPMC,Diabetes,208.62,100,7,B14-1,10/19/2024,10/19/2027,3/23/2025,16,895,3,Sunday,1
15,Metformin,Glycomet,USV,Diabetes,208.73,100,5,B15-2,11/1/2024,11/1/2027,3/23/2025,18,762,3,Sunday,1
16,Amoxicillin,Augmentin,GSK,Antibiotic,82.46,120,3,B16-3,11/6/2024,11/6/2026,3/23/2025,18,760,3,Sunday,1
17,Amoxicillin,Amoxicillin Capsules,SPMC,Antibiotic,242.91,80,3,B17-1,11/13/2024,11/13/2026,3/23/2025,27,437,3,Sunday,1
18,Amoxicillin,Amoxil,GSK,Antibiotic,118.32,80,3,B18-3,10/25/2024,10/25/2026,3/23/2025,19,516,3,Sunday,1
19,Chlorphenamine,Piriton,GSK,Allergy,135.51,80,7,B19-1,10/22/2024,10/22/2027,3/23/2025,11,910,3,Sunday,1
20,Chlorphenamine,Chlorphenamine Tablets,SPMC,Allergy,205.31,120,5,B20-1,11/17/2024,11/17/2027,3/23/2025,10,503,3,Sunday,1
21,Chlorphenamine,Allermine,Local,Allergy,240.75,120,3,B21-3,10/12/2024,10/12/2027,3/23/2025,14,253,3,Sunday,1
22,Omeprazole,Losec,AstraZeneca,Gastritis,239.62,80,3,B22-2,11/3/2024,11/3/2027,3/23/2025,33,1129,3,Sunday,1
23,Omeprazole,Omeprazole Capsules,SPMC,Gastritis,153.03,120,5,B23-1,10/13/2024,10/13/2027,3/23/2025,20,568,3,Sunday,1
